Toll Name,Fee Effective Date,Ca/Jeep/Van,LCV,Bus Truck,Up To 3 Axle,Four To Six,HCM,Seven Or More,Revision Date
SITARAMPURA,01-Apr-21,50.00;80.00;1740.00;25.00,85.00;125.00;2810.00;40.00,175.00 ;265.00;5880.00;90.00,195.00 ;290.00;6415.00;95.00,275.00 ;415.00;9225.00;140.00,275.00 ;415.00;9225.00;140.00,335.00 ;505.00;11230.00;170.00,
Boothakudi,01-Apr-21,90.00;130.00;2920.00;45.00,140.00;210.00;4715.00;70.00,295.00 ;445.00;9880.00;150.00,325.00 ;485.00;10780.00;160.00,465.00 ;695.00;15495.00;230.00,465.00 ;695.00;15495.00;230.00,565.00 ;850.00;18865.00;285.00,
Simliya,01-Apr-21,75.00;110.00;2480.00;35.00,120.00;180.00;4005.00;60.00,250.00 ;380.00;8390.00;125.00,275.00 ;410.00;9155.00;135.00,395.00 ;590.00;13155.00;195.00,395.00 ;590.00;13155.00;195.00,480.00 ;720.00;16020.00;240.00,
Shahjahanpur,01-Sep-2019          ,135.00;200.00;4030.00;NA,235.00;350.00;7050.00;NA,470.00 ;705.00;14100.00;NA,755.00 ;1135.00;22660.00;NA,755.00 ;1135.00;22660.00;NA,755.00 ;1135.00;22660.00;NA,755.00 ;1135.00;22660.00;NA,31-Aug-20
Uthamam,01-Apr-21,120.00;180.00;4020.00;60.00,190.00;285.00;6375.00;95.00,395.00 ;595.00;13215.00;200.00,435.00 ;650.00;14440.00;215.00,615.00 ;920.00;20480.00;305.00,615.00 ;920.00;20480.00;305.00,765.00 ;1150.00;25500.00;385.00,
Shobhasar,01-Apr-21,30.00;45.00;995.00;15.00,50.00;70.00;1610.00;25.00,100.00 ;150.00;3370.00;50.00,110.00 ;165.00;3675.00;55.00,160.00 ;240.00;5280.00;80.00,160.00 ;240.00;5280.00;80.00,195.00 ;290.00;6430.00;95.00,
Sinhaniya,01-Apr-21,45.00;65.00;1455.00;20.00,70.00;105.00;2350.00;35.00,150.00 ;220.00;4930.00;75.00,160.00 ;240.00;5375.00;80.00,230.00 ;350.00;7730.00;115.00,230.00 ;350.00;7730.00;115.00,280.00 ;425.00;9410.00;140.00,
Sikandra,01-Jul-2019          ,65.00;NA;NA;30.00,110.00;NA;NA;55.00,220.00 ;NA;NA;110.00,350.00 ;NA;NA;175.00,350.00 ;NA;NA;175.00,350.00 ;NA;NA;175.00,350.00 ;NA;NA;175.00,30-Jun-20
Manavasi,01-Sep-20,45.00;70.00;1405.00;NA,80.00;125.00;2455.00;NA,165.00 ;245.00;4910.00;NA,265.00 ;395.00;7895.00;NA,265.00 ;395.00;7895.00;NA,265.00 ;395.00;7895.00;NA,265.00 ;395.00;7895.00;NA,
Salasar,01-Apr-21,65.00;95.00;2105.00;30.00,100.00;155.00;3395.00;50.00,215.00 ;320.00;7115.00;105.00,235.00 ;350.00;7765.00;115.00,335.00 ;500.00;11160.00;165.00,335.00 ;500.00;11160.00;165.00,410.00 ;610.00;13585.00;205.00,
Ramdevra,01-Apr-21,60.00;90.00;2055.00;30.00,100.00;150.00;3315.00;50.00,210.00 ;315.00;6950.00;105.00,225.00 ;340.00;7580.00;115.00,325.00 ;490.00;10895.00;165.00,325.00 ;490.00;10895.00;165.00,400.00 ;595.00;13265.00;200.00,
Sakatpura(LHS)(Staggered),01-Apr-21,65.00;100.00;2235.00;35.00,110.00;160.00;3605.00;55.00,225.00 ;340.00;7560.00;115.00,245.00 ;370.00;8245.00;125.00,355.00 ;535.00;11850.00;180.00,355.00 ;535.00;11850.00;180.00,435.00 ;650.00;14430.00;215.00,
Rupa Kheda,01-Apr-21,60.00;95.00;2080.00;30.00,100.00;150.00;3360.00;50.00,210.00 ;315.00;7040.00;105.00,230.00 ;345.00;7680.00;115.00,330.00 ;495.00;11040.00;165.00,330.00 ;495.00;11040.00;165.00,405.00 ;605.00;13440.00;200.00,
Ramnagar,01-Apr-21,85.00;130.00;2875.00;45.00,140.00;210.00;4650.00;70.00,290.00 ;440.00;9740.00;145.00,320.00 ;480.00;10625.00;160.00,460.00 ;685.00;15270.00;230.00,460.00 ;685.00;15270.00;230.00,560.00 ;835.00;18590.00;280.00,
Raksha,01-Apr-21,110.00;165.00;3690.00;55.00,180.00;270.00;5960.00;90.00,375.00 ;560.00;12490.00;185.00,410.00 ;615.00;13625.00;205.00,585.00 ;880.00;19585.00;295.00,585.00 ;880.00;19585.00;295.00,715.00 ;1075.00;23840.00;360.00,
Morattandi,01-Sep-20,45.00;65.00;1320.00;NA,75.00;115.00;2310.00;NA,155.00 ;230.00;4620.00;NA,245.00 ;370.00;7425.00;NA,245.00 ;370.00;7425.00;NA,245.00 ;370.00;7425.00;NA,245.00 ;370.00;7425.00;NA,
Rajadhok,01-Jul-2019          ,60.00;NA;NA;30.00,110.00;NA;NA;55.00,220.00 ;NA;NA;110.00,350.00 ;NA;NA;175.00,350.00 ;NA;NA;175.00,350.00 ;NA;NA;175.00,350.00 ;NA;NA;175.00,30-Jun-20
Pallai,01-Apr-21,60.00;90.00;1955.00;30.00,95.00;140.00;3160.00;45.00,200.00 ;300.00;6620.00;100.00,215.00 ;325.00;7220.00;110.00,310.00 ;465.00;10380.00;155.00,310.00 ;465.00;10380.00;155.00,380.00 ;570.00;12635.00;190.00,
Pipalaz,01-Apr-21,55.00;85.00;1875.00;NA,90.00;135.00;3025.00;NA,190.00 ;285.00;6340.00;NA,300.00 ;445.00;9940.00;NA,300.00 ;445.00;9940.00;NA,300.00 ;445.00;9940.00;NA,365.00 ;545.00;12100.00;NA,
Tamdoli,01-Apr-21,55.00;80.00;1795.00;25.00,85.00;130.00;2900.00;45.00,180.00 ;275.00;6080.00;90.00,200.00 ;300.00;6630.00;100.00,285.00 ;430.00;9535.00;145.00,285.00 ;430.00;9535.00;145.00,350.00 ;520.00;11605.00;175.00,
Para,01-Apr-21,60.00;90.00;1990.00;30.00,95.00;145.00;3210.00;50.00,200.00 ;305.00;6730.00;100.00,220.00 ;330.00;7340.00;110.00,315.00 ;475.00;10555.00;160.00,315.00 ;475.00;10555.00;160.00,385.00 ;580.00;12850.00;195.00,
Raipur,01-Apr-21,80.00;125.00;2740.00;40.00,135.00;200.00;4425.00;65.00,280.00 ;415.00;9275.00;140.00,305.00 ;455.00;10120.00;150.00,435.00 ;655.00;14545.00;220.00,435.00 ;655.00;14545.00;220.00,530.00 ;795.00;17710.00;265.00,
Nimbaniya Ki Dhani (Bayatu),01-Apr-21,60.00;90.00;2010.00;30.00,100.00;145.00;3250.00;50.00,205.00 ;305.00;6810.00;100.00,225.00 ;335.00;7430.00;110.00,320.00 ;480.00;10680.00;160.00,320.00 ;480.00;10680.00;160.00,390.00 ;585.00;13005.00;195.00,
Nokhra,01-Apr-21,55.00;85.00;1840.00;30.00,90.00;135.00;2975.00;45.00,185.00 ;280.00;6230.00;95.00,205.00 ;305.00;6800.00;100.00,295.00 ;440.00;9770.00;145.00,295.00 ;440.00;9770.00;145.00,355.00 ;535.00;11895.00;180.00,
Nimbi Jodha,01-Apr-21,45.00;70.00;1530.00;25.00,75.00;110.00;2475.00;35.00,155.00 ;235.00;5185.00;80.00,170.00 ;255.00;5655.00;85.00,245.00 ;365.00;8130.00;120.00,245.00 ;365.00;8130.00;120.00,295.00 ;445.00;9895.00;150.00,
Narsana,01-Apr-21,45.00;70.00;1580.00;25.00,75.00;115.00;2550.00;40.00,160.00 ;240.00;5345.00;80.00,175.00 ;260.00;5830.00;85.00,250.00 ;375.00;8380.00;125.00,250.00 ;375.00;8380.00;125.00,305.00 ;460.00;10200.00;155.00,
Nimbasar,01-Apr-21,55.00;85.00;1910.00;30.00,95.00;140.00;3085.00;45.00,195.00 ;290.00;6465.00;95.00,210.00 ;315.00;7055.00;105.00,305.00 ;455.00;10140.00;150.00,305.00 ;455.00;10140.00;150.00,370.00 ;555.00;12345.00;185.00,
Mundiyar,01-Apr-21,90.00;135.00;2985.00;45.00,145.00;215.00;4820.00;70.00,305.00 ;455.00;10100.00;150.00,330.00 ;495.00;11015.00;165.00,475.00 ;715.00;15835.00;240.00,475.00 ;715.00;15835.00;240.00,580.00 ;870.00;19280.00;290.00,
Negadiya,01-Apr-21,135.00;200.00;4430.00;65.00,205.00;310.00;6875.00;105.00,420.00 ;630.00;14050.00;210.00,460.00 ;695.00;15390.00;230.00,645.00 ;965.00;21465.00;320.00,645.00 ;965.00;21465.00;320.00,825.00 ;1235.00;27490.00;410.00,
Nayagaon(RHS) (Staggered),01-Apr-21,65.00;100.00;2235.00;35.00,110.00;160.00;3605.00;55.00,225.00 ;340.00;7560.00;115.00,245.00 ;370.00;8245.00;125.00,355.00 ;535.00;11850.00;180.00,355.00 ;535.00;11850.00;180.00,435.00 ;650.00;14430.00;215.00,
Narayanpura,01-Apr-21,120.00;180.00;3965.00;60.00,190.00;290.00;6405.00;95.00,405.00 ;605.00;13425.00;200.00,440.00 ;660.00;14645.00;220.00,630.00 ;945.00;21050.00;315.00,630.00 ;945.00;21050.00;315.00,770.00 ;1155.00;25625.00;385.00,
Morani (Pokaran),01-Apr-21,15.00;20.00;420.00;5.00,20.00;30.00;675.00;10.00,40.00 ;65.00;1415.00;20.00,45.00 ;70.00;1545.00;25.00,65.00 ;100.00;2220.00;35.00,65.00 ;100.00;2220.00;35.00,80.00 ;120.00;2700.00;40.00,
Methoon,01-Apr-21,50.00;75.00;1645.00;25.00,80.00;120.00;2660.00;40.00,165.00 ;250.00;5570.00;85.00,180.00 ;275.00;6075.00;90.00,260.00 ;395.00;8730.00;130.00,260.00 ;395.00;8730.00;130.00,320.00 ;480.00;10630.00;160.00,
Manoharpur,01-Sep-2019          ,65.00;95.00;1935.00;NA,115.00;170.00;3385.00;NA,225.00 ;340.00;6765.00;NA,365.00 ;545.00;10875.00;NA,365.00 ;545.00;10875.00;NA,365.00 ;545.00;10875.00;NA,365.00 ;545.00;10875.00;NA,31-Aug-20
Mujras,01-Apr-21,55.00;80.00;1835.00;25.00,90.00;135.00;2960.00;45.00,185.00 ;280.00;6205.00;95.00,205.00 ;305.00;6770.00;100.00,290.00 ;440.00;9730.00;145.00,290.00 ;440.00;9730.00;145.00,355.00 ;535.00;11845.00;180.00,
Mandawada (Gomati),01-Apr-21,40.00;65.00;1415.00;20.00,70.00;105.00;2285.00;35.00,145.00 ;215.00;4785.00;70.00,155.00 ;235.00;5220.00;80.00,225.00 ;340.00;7500.00;115.00,225.00 ;340.00;7500.00;115.00,275.00 ;410.00;9130.00;135.00,
Motisar (Khanori),01-Apr-21,60.00;90.00;1990.00;30.00,95.00;145.00;3215.00;50.00,200.00 ;305.00;6735.00;100.00,220.00 ;330.00;7350.00;110.00,315.00 ;475.00;10565.00;160.00,315.00 ;475.00;10565.00;160.00,385.00 ;580.00;12860.00;195.00,
Limdi,01-Apr-21,75.00;115.00;2505.00;40.00,120.00;180.00;4050.00;60.00,255.00 ;380.00;8480.00;125.00,280.00 ;415.00;9250.00;140.00,400.00 ;600.00;13300.00;200.00,400.00 ;600.00;13300.00;200.00,485.00 ;730.00;16190.00;245.00,
LATHI,01-Apr-21,65.00;95.00;2090.00;30.00,100.00;150.00;3375.00;50.00,210.00 ;320.00;7070.00;105.00,230.00 ;345.00;7710.00;115.00,335.00 ;500.00;11085.00;165.00,335.00 ;500.00;11085.00;165.00,405.00 ;605.00;13495.00;200.00,
Mandana,01-Apr-21,50.00;75.00;1710.00;25.00,85.00;125.00;2760.00;40.00,175.00 ;260.00;5785.00;85.00,190.00 ;285.00;6310.00;95.00,270.00 ;410.00;9075.00;135.00,270.00 ;410.00;9075.00;135.00,330.00 ;495.00;11045.00;165.00,
Malera,01-Apr-21,100.00;150.00;3350.00;50.00,160.00;245.00;5410.00;80.00,340.00 ;510.00;11335.00;170.00,370.00 ;555.00;12365.00;185.00,535.00 ;800.00;17775.00;265.00,535.00 ;800.00;17775.00;265.00,650.00 ;975.00;21640.00;325.00,
Lal Ka Khera,01-Apr-21,35.00;55.00;1225.00;20.00,60.00;90.00;1975.00;30.00,125.00 ;185.00;4140.00;60.00,135.00 ;205.00;4520.00;70.00,195.00 ;290.00;6495.00;95.00,195.00 ;290.00;6495.00;95.00,235.00 ;355.00;7905.00;120.00,
Lasedi,01-Apr-21,50.00;70.00;1595.00;25.00,75.00;115.00;2580.00;40.00,160.00 ;245.00;5405.00;80.00,175.00 ;265.00;5895.00;90.00,255.00 ;380.00;8475.00;125.00,255.00 ;380.00;8475.00;125.00,310.00 ;465.00;10320.00;155.00,
Korai,01-Sep-2019          ,50.00;75.00;1495.00;25.00,85.00;130.00;2620.00;45.00,175.00 ;260.00;5235.00;85.00,280.00 ;420.00;8415.00;140.00,280.00 ;420.00;8415.00;140.00,375.00 ;560.00;11225.00;185.00,280.00 ;420.00;8415.00;140.00,31-Aug-20
Kishorpura,01-Apr-21,140.00;210.00;4690.00;NA,220.00;330.00;7350.00;NA,455.00 ;680.00;15120.00;NA,695.00 ;1045.00;23245.00;NA,695.00 ;1045.00;23245.00;NA,695.00 ;1045.00;23245.00;NA,880.00 ;1325.00;29400.00;NA,
Lambiya Kalan,01-Apr-2017          ,55.00;80.00;1765.00;25.00,85.00;130.00;2850.00;45.00,180.00 ;270.00;5970.00;90.00,195.00 ;295.00;6510.00;100.00,280.00 ;420.00;9360.00;140.00,280.00 ;420.00;9360.00;140.00,340.00 ;515.00;11395.00;170.00,01-Apr-21
Kedi,21-Feb-18,75.00;110.00;2480.00;35.00,120.00;180.00;4010.00;60.00,250.00 ;380.00;8400.00;125.00,275.00 ;410.00;9160.00;135.00,395.00 ;595.00;13170.00;200.00,395.00 ;595.00;13171.00;200.00,480.00 ;720.00;16030.00;240.00,
Kishangarh (Badgaon),01-Jul-2019          ,40.00;NA;NA;20.00,70.00;NA;NA;35.00,140.00 ;NA;NA;70.00,220.00 ;NA;NA;110.00,220.00 ;NA;NA;110.00,295.00 ;NA;NA;150.00,220.00 ;NA;NA;110.00,30-Jun-20
Kair Fakir ki Dhani,01-Apr-21,55.00;80.00;1795.00;25.00,85.00;130.00;2900.00;45.00,180.00 ;275.00;6080.00;90.00,200.00 ;300.00;6635.00;100.00,285.00 ;430.00;9535.00;145.00,285.00 ;430.00;9535.00;145.00,350.00 ;520.00;11610.00;175.00,
Khuiyala,01-Apr-21,80.00;125.00;2745.00;40.00,135.00;200.00;4435.00;65.00,280.00 ;420.00;9295.00;140.00,305.00 ;455.00;10140.00;150.00,435.00 ;655.00;14575.00;220.00,435.00 ;655.00;14575.00;220.00,530.00 ;800.00;17745.00;265.00,
Konder,01-Apr-21,40.00;60.00;1325.00;20.00,65.00;95.00;2145.00;30.00,135.00 ;200.00;4490.00;65.00,145.00 ;220.00;4895.00;75.00,210.00 ;315.00;7040.00;105.00,210.00 ;315.00;7040.00;105.00,255.00 ;385.00;8570.00;130.00,
Lilamba,01-Apr-21,45.00;70.00;1540.00;25.00,75.00;110.00;2485.00;35.00,155.00 ;235.00;5205.00;80.00,170.00 ;255.00;5680.00;85.00,245.00 ;365.00;8165.00;120.00,245.00 ;365.00;8165.00;120.00,300.00 ;445.00;9940.00;150.00,
Jojro Ka Khera,01-Apr-2017          ,55.00;80.00;1830.00;25.00,90.00;135.00;2955.00;45.00,185.00 ;280.00;6190.00;95.00,205.00 ;305.00;6755.00;100.00,290.00 ;435.00;9710.00;145.00,290.00 ;435.00;9710.00;145.00,355.00 ;530.00;11820.00;175.00,01-Apr-21
Ludhawai,01-Jul-20,20.00;NA;NA;10.00,35.00;NA;NA;15.00,75.00 ;NA;NA;35.00,120.00 ;NA;NA;60.00,120.00 ;NA;NA;60.00,120.00 ;NA;NA;60.00,120.00 ;NA;NA;60.00,
Jasnathnagar,01-Apr-21,60.00;90.00;2015.00;30.00,100.00;145.00;3255.00;50.00,205.00 ;305.00;6820.00;100.00,225.00 ;335.00;7440.00;110.00,320.00 ;480.00;10695.00;160.00,320.00 ;480.00;10695.00;160.00,390.00 ;585.00;13015.00;195.00,
Indranagar,01-Apr-21,70.00;110.00;2405.00;35.00,115.00;175.00;3885.00;60.00,245.00 ;365.00;8145.00;120.00,265.00 ;400.00;8885.00;135.00,385.00 ;575.00;12775.00;190.00,385.00 ;575.00;12775.00;190.00,465.00 ;700.00;15550.00;235.00,
Hingonia,01-Apr-21,55.00;85.00;1860.00;30.00,90.00;135.00;3000.00;45.00,190.00 ;285.00;6290.00;95.00,205.00 ;310.00;6860.00;105.00,295.00 ;445.00;9860.00;150.00,295.00 ;445.00;9860.00;150.00,360.00 ;540.00;12005.00;180.00,
Khandi Obari,01-Apr-2018          ,95.00;145.00;3210.00;50.00,155.00;235.00;5185.00;80.00,325.00 ;490.00;10860.00;165.00,355.00 ;535.00;11845.00;180.00,510.00 ;765.00;17030.00;255.00,510.00 ;765.00;17030.00;255.00,620.00 ;935.00;20730.00;310.00,31-Mar-19
Hathitala,01-Apr-21,50.00;80.00;1730.00;25.00,85.00;125.00;2795.00;40.00,175.00 ;265.00;5860.00;90.00,190.00 ;290.00;6395.00;95.00,275.00 ;415.00;9190.00;140.00,275.00 ;415.00;9190.00;140.00,335.00 ;505.00;11190.00;170.00,
Gunjangarh,01-Apr-21,90.00;135.00;2965.00;45.00,145.00;215.00;4790.00;70.00,300.00 ;450.00;10035.00;150.00,330.00 ;495.00;10945.00;165.00,470.00 ;710.00;15735.00;235.00,470.00 ;710.00;15735.00;235.00,575.00 ;860.00;19155.00;285.00,
Gumanpura,01-Apr-21,55.00;80.00;1815.00;25.00,90.00;130.00;2930.00;45.00,185.00 ;275.00;6140.00;90.00,200.00 ;300.00;6700.00;100.00,290.00 ;435.00;9630.00;145.00,290.00 ;435.00;9630.00;145.00,350.00 ;530.00;11725.00;175.00,
Kheerwa,01-Apr-21,25.00;35.00;830.00;10.00,40.00;60.00;1340.00;20.00,85.00 ;125.00;2810.00;40.00,90.00 ;140.00;3070.00;45.00,130.00 ;200.00;4410.00;65.00,130.00 ;200.00;4410.00;65.00,160.00 ;240.00;5370.00;80.00,
Gardiya,01-Apr-21,60.00;90.00;2000.00;30.00,95.00;145.00;3235.00;50.00,205.00 ;305.00;6775.00;100.00,220.00 ;335.00;7390.00;110.00,320.00 ;480.00;10625.00;160.00,320.00 ;480.00;10625.00;160.00,390.00 ;580.00;12935.00;195.00,
Kadisahena,01-Apr-21,75.00;110.00;2420.00;35.00,115.00;175.00;3910.00;60.00,245.00 ;370.00;8190.00;125.00,270.00 ;400.00;8935.00;135.00,385.00 ;580.00;12845.00;195.00,385.00 ;580.00;12845.00;195.00,470.00 ;705.00;15640.00;235.00,
Gogunda (Jaswantgarh),01-Apr-21,75.00;110.00;2470.00;35.00,120.00;180.00;3985.00;60.00,250.00 ;375.00;8355.00;125.00,275.00 ;410.00;9115.00;135.00,395.00 ;590.00;13100.00;195.00,395.00 ;590.00;13100.00;195.00,480.00 ;720.00;15950.00;240.00,
Gegal,01-Apr-21,60.00;85.00;1925.00;NA,95.00;140.00;3110.00;NA,195.00 ;295.00;6520.00;NA,305.00 ;460.00;10225.00;NA,305.00 ;460.00;10225.00;NA,305.00 ;460.00;10225.00;NA,375.00 ;560.00;12450.00;NA,
Dhaneshwar,01-Apr-21,65.00;100.00;2205.00;35.00,105.00;160.00;3560.00;55.00,225.00 ;335.00;7460.00;110.00,245.00 ;365.00;8135.00;120.00,350.00 ;525.00;11695.00;175.00,350.00 ;525.00;11695.00;175.00,425.00 ;640.00;14240.00;215.00,
Daulatpura,01-Sep-2019          ,55.00;80.00;1625.00;NA,95.00;140.00;2840.00;NA,190.00 ;285.00;5685.00;NA,305.00 ;455.00;9135.00;NA,305.00 ;455.00;9135.00;NA,305.00 ;455.00;9135.00;NA,305.00 ;455.00;9135.00;NA,31-Aug-20
Doongri,01-Apr-21,45.00;70.00;1560.00;25.00,75.00;115.00;2525.00;40.00,160.00 ;240.00;5285.00;80.00,175.00 ;260.00;5765.00;85.00,250.00 ;375.00;8290.00;125.00,250.00 ;375.00;8290.00;125.00,305.00 ;455.00;10090.00;150.00,
Harimma,01-Apr-21,55.00;85.00;1870.00;30.00,90.00;135.00;3020.00;45.00,190.00 ;285.00;6330.00;95.00,205.00 ;310.00;6905.00;105.00,300.00 ;445.00;9925.00;150.00,300.00 ;445.00;9925.00;150.00,365.00 ;545.00;12085.00;180.00,
Doli,01-Apr-21,70.00;105.00;2320.00;35.00,110.00;170.00;3750.00;55.00,235.00 ;355.00;7855.00;120.00,255.00 ;385.00;8570.00;130.00,370.00 ;555.00;12315.00;185.00,370.00 ;555.00;12315.00;185.00,450.00 ;675.00;14995.00;225.00,
Chila Chond,01-Apr-21,45.00;65.00;1500.00;20.00,75.00;110.00;2425.00;35.00,150.00 ;230.00;5075.00;75.00,165.00 ;250.00;5540.00;85.00,240.00 ;360.00;7960.00;120.00,240.00 ;360.00;7960.00;120.00,290.00 ;435.00;9690.00;145.00,
Butati,01-Apr-21,50.00;75.00;1700.00;25.00,80.00;125.00;2745.00;40.00,175.00 ;260.00;5755.00;85.00,190.00 ;280.00;6275.00;95.00,270.00 ;405.00;9020.00;135.00,270.00 ;405.00;9020.00;135.00,330.00 ;495.00;10980.00;165.00,
Dhadhar,01-Apr-21,45.00;65.00;1465.00;20.00,70.00;105.00;2365.00;35.00,150.00 ;225.00;4950.00;75.00,160.00 ;245.00;5400.00;80.00,235.00 ;350.00;7765.00;115.00,235.00 ;350.00;7765.00;115.00,285.00 ;425.00;9450.00;140.00,
Fatehpur,01-Apr-21,95.00;145.00;3240.00;50.00,155.00;235.00;5235.00;80.00,330.00 ;495.00;10965.00;165.00,360.00 ;540.00;11965.00;180.00,515.00 ;775.00;17195.00;260.00,515.00 ;775.00;17195.00;260.00,630.00 ;940.00;20935.00;315.00,
Bor Charnan,01-Apr-21,45.00;65.00;1425.00;20.00,70.00;105.00;2305.00;35.00,145.00 ;215.00;4825.00;70.00,160.00 ;235.00;5265.00;80.00,225.00 ;340.00;7570.00;115.00,225.00 ;340.00;7570.00;115.00,275.00 ;415.00;9215.00;140.00,
Barkheda (Chandlai),01-Apr-21,100.00;155.00;3390.00;NA,160.00;240.00;5370.00;NA,335.00 ;500.00;11115.00;NA,515.00 ;775.00;17200.00;NA,515.00 ;775.00;17200.00;NA,515.00 ;775.00;17200.00;NA,645.00 ;965.00;21475.00;NA,
Banthadi,01-Apr-21,50.00;75.00;1660.00;25.00,80.00;120.00;2685.00;40.00,170.00 ;255.00;5625.00;85.00,185.00 ;275.00;6140.00;90.00,265.00 ;395.00;8825.00;130.00,265.00 ;395.00;8825.00;130.00,320.00 ;485.00;10740.00;160.00,
Aroli,01-Apr-21,70.00;100.00;2260.00;35.00,110.00;165.00;3645.00;55.00,230.00 ;345.00;7640.00;115.00,250.00 ;375.00;8335.00;125.00,360.00 ;540.00;11985.00;180.00,360.00 ;540.00;11985.00;180.00,440.00 ;655.00;14590.00;220.00,
Baggad (MoRTH),01-Apr-21,40.00;60.00;1285.00;NA,60.00;95.00;2075.00;NA,130.00 ;195.00;4350.00;NA,205.00 ;305.00;6820.00;NA,205.00 ;305.00;6820.00;NA,205.00 ;305.00;6820.00;NA,250.00 ;375.00;8305.00;NA,
Birami,01-Apr-21,90.00;135.00;2985.00;45.00,145.00;215.00;4820.00;70.00,305.00 ;455.00;10100.00;150.00,330.00 ;495.00;11020.00;165.00,475.00 ;715.00;15840.00;240.00,475.00 ;715.00;15840.00;240.00,580.00 ;870.00;19280.00;290.00,
Amoli,01-Jul-20,40.00;NA;NA;20.00,75.00;NA;NA;35.00,155.00 ;NA;NA;75.00,245.00 ;NA;NA;120.00,245.00 ;NA;NA;120.00,245.00 ;NA;NA;120.00,245.00 ;NA;NA;120.00,
Zidda,01-Apr-2020          ,100.00;150.00;3340.00;50.00,160.00;245.00;5395.00;80.00,340.00 ;510.00;11305.00;170.00,370.00 ;555.00;12330.00;185.00,530.00 ;800.00;17725.00;265.00,530.00 ;800.00;17725.00;265.00,645.00 ;970.00;21580.00;325.00,31-Mar-21
Bagaliya (MoRTH),01-Apr-21,35.00;55.00;1235.00;NA,60.00;90.00;1995.00;NA,125.00 ;190.00;4180.00;NA,195.00 ;295.00;6560.00;NA,195.00 ;295.00;6560.00;NA,195.00 ;295.00;6560.00;NA,240.00 ;360.00;7985.00;NA,
Akhepura,01-Apr-21,60.00;90.00;2005.00;30.00,95.00;145.00;3235.00;50.00,205.00 ;305.00;6780.00;100.00,220.00 ;335.00;7395.00;110.00,320.00 ;480.00;10630.00;160.00,320.00 ;480.00;10630.00;160.00,390.00 ;580.00;12945.00;195.00,
Paind,01-Apr-2020          ,75.00;110.00;2440.00;35.00,120.00;180.00;3945.00;60.00,250.00 ;370.00;8265.00;125.00,270.00 ;405.00;9015.00;135.00,390.00 ;585.00;12960.00;195.00,390.00 ;585.00;12960.00;195.00,475.00 ;710.00;15780.00;235.00,31-Mar-21
Nijjarpura,01-Sep-2019          ,25.00;40.00;825.00;15.00,50.00;70.00;1440.00;25.00,95.00 ;145.00;2885.00;50.00,155.00 ;230.00;4635.00;75.00,155.00 ;230.00;4635.00;75.00,205.00 ;310.00;6180.00;105.00,155.00 ;230.00;4635.00;75.00,31-Aug-20
Leherabega,01-Apr-2020          ,60.00;90.00;2030.00;30.00,100.00;150.00;3280.00;50.00,205.00 ;310.00;6870.00;105.00,225.00 ;335.00;7495.00;110.00,325.00 ;485.00;10775.00;160.00,325.00 ;485.00;10775.00;160.00,395.00 ;590.00;13120.00;195.00,31-Mar-21
Bassi,01-Apr-21,80.00;120.00;2655.00;40.00,130.00;195.00;4285.00;65.00,270.00 ;405.00;8980.00;135.00,295.00 ;440.00;9795.00;145.00,420.00 ;635.00;14080.00;210.00,420.00 ;635.00;14080.00;210.00,515.00 ;770.00;17145.00;255.00,
Kalajhar,01-Apr-21,90.00;135.00;3045.00;45.00,150.00;220.00;4920.00;75.00,310.00 ;465.00;10310.00;155.00,335.00 ;505.00;11250.00;170.00,485.00 ;730.00;16170.00;245.00,485.00 ;730.00;16170.00;245.00,590.00 ;885.00;19685.00;295.00,
Harsa Mansar,01-Apr-21,105.00;160.00;3570.00;55.00,175.00;260.00;5770.00;85.00,365.00 ;545.00;12090.00;180.00,395.00 ;595.00;13185.00;200.00,570.00 ;855.00;18955.00;285.00,570.00 ;855.00;18955.00;285.00,690.00 ;1040.00;23080.00;345.00,
Waryam Nangal,01-Apr-2020          ,95.00;140.00;3130.00;NA,145.00;220.00;4870.00;NA,300.00 ;450.00;9965.00;NA,455.00 ;685.00;15225.00;NA,455.00 ;685.00;15225.00;NA,455.00 ;685.00;15225.00;NA,595.00 ;895.00;19840.00;NA,31-Mar-21
Gurhe,29-Sep-2020          ,45.00;70.00;1555.00;NA,75.00;115.00;2515.00;NA,160.00 ;235.00;5265.00;NA,250.00 ;370.00;8260.00;NA,250.00 ;370.00;8260.00;NA,250.00 ;370.00;8260.00;NA,300.00 ;450.00;10055.00;NA,31-Mar-21
Badighati,01-Apr-21,35.00;50.00;1165.00;15.00,55.00;85.00;1880.00;30.00,120.00 ;175.00;3940.00;60.00,130.00 ;195.00;4300.00;65.00,185.00 ;280.00;6180.00;95.00,185.00 ;280.00;6180.00;95.00,225.00 ;340.00;7525.00;115.00,
Dhareri jattan,01-Apr-21,40.00;60.00;1295.00;20.00,65.00;95.00;2090.00;30.00,130.00 ;195.00;4375.00;65.00,145.00 ;215.00;4775.00;70.00,205.00 ;310.00;6860.00;105.00,205.00 ;310.00;6860.00;105.00,250.00 ;375.00;8355.00;125.00,
Chiddan,01-Apr-21,45.00;65.00;1480.00;20.00,70.00;110.00;2390.00;35.00,150.00 ;225.00;5010.00;75.00,165.00 ;245.00;5465.00;80.00,235.00 ;355.00;7855.00;120.00,235.00 ;355.00;7855.00;120.00,285.00 ;430.00;9560.00;145.00,
